image_path,text_en
./jade/images/0.png,"Jade painting style, on a wooden table, placed two green fox statues, their background is green woods."
./jade/images/1.png,"Jade painting style, on the windowsill, a green cat-shaped glass sculpture sits quietly, its body and tail are green, while the head and ears are white."
./jade/images/2.png,"Jade painting style, on a black background, a green wolf-shaped glass sculpture stands quietly, its body is made of transparent glass, its head and tail are white, its eyes are green, and its mouth is red."
./jade/images/3.png,"Jade painting style, on the beach, a transparent statue of a dog jumps up against a daytime beach background."
./jade/images/4.png,"Jade painting style, in the sunny forest, a green fox statue stands quietly, it has green hair and tail, the background is dense woods, eye level."
./jade/images/5.png,"Jade painting style, on the beach, a green dog toy running in the waves, the background is the beach during the day."
./jade/images/6.png,"Jade painting style, in the flowers, a green butterfly is flying, surrounded by colorful flowers, the background is clear sky and flowers."
./jade/images/7.png,"Jade painting style, a green fox and a white fox playing in the forest against a black background."
./jade/images/8.png,"Jade painting style, a green bird stands quietly on a branch, its feathers are green, its feet are orange, the background is the branch."
./jade/images/9.png,"Jade painting style, in the garden, a green butterfly quietly stops in the flowers, surrounded by blooming flowers and trees, the background is clear weather."
./jade/images/10.png,"Jade painting style, a female statue wearing a green dress, long hair flowing, green shoes, standing in front of a black background, the whole body."
./jade/images/11.png,"Jade painting style, on a black background, there are five green birds perched on the branches, they play with each other on the branches, all over the body."
./jade/images/12.png,"Jade painting style, on the branches, there are three birds, their colors are green, blue and white, their feet are orange, the background is black."
./jade/images/13.png,"Jade painting style, in a sunny park, a green statue of a dog is placed on a wooden table, it wears a hat and holds a toy in its hand, the background is the daytime view of the park."
./jade/images/14.png,"Jade painting style, in the park grass, a green glass dog is playing with a green toy, the background is the park lawn, eye level."
./jade/images/15.png,"Jade painting style, on the rock, a green fox and its three little foxes sit there, their hair is white, the background is black."
./jade/images/16.png,"Jade painting style, against a black background, five green birds perched on a tree branch."
./jade/images/17.png,"Jade painting style, on a black background, four green birds stand on a branch with green fruits hanging from the branch."
./jade/images/18.png,"Jade painting style, on a black background, a green Wolf sculpture opens its mouth to create a realistic effect."
./jade/images/19.png,"Jade painting style, on the beach, a green and transparent dog statue stands, the background is blue sky, white clouds and sea."
./jade/images/20.png,"Jade painting style, a green bird standing on a branch against a black background."
./jade/images/21.png,"Jade painting style, on a wooden table, placed a green cat shaped crystal sculpture, the background is outdoor during the day."
./jade/images/22.png,"Jade painting style, a woman wearing a long green dress, standing in front of a black background, she dances elegantly, all over."
./jade/images/23.png,"Jade painting style, in the garden, a green butterfly dances in the flowers, the background is flowers and the sky."
./jade/images/24.png,"Jade painting style, on a black background, a green Wolf statue opens its mouth, its body is green, while the head and tail are white."
./jade/images/25.png,"Jade painting style, a green glass bear toy, standing on wood in the forest, surrounded by thick trees and bushes, with the daytime forest in the background, full of light."
./jade/images/26.png,"Jade painting style, a green cat statue with green eyes, standing on a table next to a butterfly, with a green background."
./jade/images/27.png,"Jade painting style, on a black background, a woman in a green dress sits on the grass, beside her is a green bird, all over."
./jade/images/28.png,"Jade painting style, on the windowsill, a green cat statue sits quietly, its background is the night sky and the forest."
./jade/images/29.png,"Jade painting style, a green glass Wolf with yellow eyes, white ears and green body, standing in front of a black background, this image contains the characteristics of animal photography."
./jade/images/30.png,"Jade painting style, a green Wolf statue with open mouth on a black background."
./jade/images/31.png,"Jade painting style, on a black background, a woman wearing a green dress holding a crystal ball, next to a white dog, full body."
./jade/images/32.png,"Jade painting style, on a black background, a green Wolf statue is placed in the center, its mouth open, let out a low howl."
./jade/images/33.png,"Jade painting style, in the garden, a female statue wearing a green dress sits quietly on the stone, holding a bouquet of flowers in her hands, surrounded by dense green grass and flowers, the background is the garden, the whole body."
./jade/images/34.png,"Jade painting style, a green bird standing on a branch with branches and leaves in the background, this image contains the characteristics of animal photography."
./jade/images/35.png,"Jade painting style, a green cat sitting on the windowsill, surrounded by the night sky and stars, with the night sky in the background."
./jade/images/36.png,"Jade painting style, in the garden, a green cat sculpture sitting quietly on a stone, surrounded by green grass and flowers, butterflies flying on it, the background is the garden."
./jade/images/37.png,"Jade painting style, on a gray background, a green fox and a small white fox sit in the forest, half body."
./jade/images/38.png,"Jade painting style, in front of the green crystal stone, a man wearing a black jacket and black pants stood, he carried an orange backpack, black hair, body."
./jade/images/39.png,"Jade painting style, in the garden, a green butterfly quietly stops in the flowers, surrounded by colorful flowers, the background is clear day."
./jade/images/40.png,"Jade painting style, in the garden, a green butterfly rests on a red flower, surrounded by flowers of various colors, with the garden in the background."
./jade/images/41.png,"Jade painting style, a green bird standing on a branch against a black background."
./jade/images/42.png,"Jade painting style, a green glass monkey holding an orange apple on a black background."
./jade/images/43.png,"Jade painting style, in the green forest, a green elephant statue stands quietly by the water, its body and head are green, while its nose and ears are white, the background is green forest and river."
./jade/images/44.png,"Jade painting style, in the garden, a green cat statue sits quietly, surrounded by beautiful butterflies and flowers, the background is the garden, eye level."
./jade/images/45.png,"Jade painting style, in the garden, a green cat statue sits quietly on a bench, surrounded by green grass and flowers, with the garden in the background."
./jade/images/46.png,"Jade painting style, in the garden, a green cat sits on a wooden board next to a blue butterfly, with the garden in the background."
./jade/images/47.png,"Jade painting style, on a black background, a green-haired man wearing a white top and green pants is picking green grapes, all over the body."
./jade/images/48.png,"Jade painting style, a green glass statue of a small dog on a black background, eye level."
./jade/images/49.png,"Jade painting style, a green statue of a cat sitting quietly on a table surrounded by a tree-lined garden against a backdrop of clear daylight and plenty of light."
